File Name,Dimensions,File Size (MB),Aspect Ratio,Breeds,T Tokens Prompt,T Tokens Completition,T Tokens Total,V Tokens Prompt,V Tokens Completition,V Tokens Total
@Theladyshortcake4.jpg,"(201, 251)",0.0105524063110351,0.8007968127490039,"American Pit Bull Terrier, American Staffordshire Terrier, Staffordshire Bull Terrier",150,17,167,111,114,225
@Theladyshortcake5.jpg,"(201, 251)",0.0158596038818359,0.8007968127490039,Error,70,1,71,111,34,145
@Theladyshortcake6.jpg,"(225, 225)",0.0104732513427734,1.0,"American Staffordshire Terrier, American Pit Bull Terrier, Staffordshire Bull Terrier",130,17,147,111,94,205
@Theladyshortcake7.jpg,"(225, 225)",0.0093946456909179,1.0,Error,72,1,73,111,36,147
@Theladyshortcake8.jpg,"(201, 251)",0.0086784362792968,0.8007968127490039,"Labrador Retriever, American Pit Bull Terrier, Boxer",182,14,196,111,146,257
@Theladyshortcake9.jpg,"(225, 225)",0.0100173950195312,1.0,Error,88,1,89,111,52,163
@_gsdbear1.jpg,"(1080, 1080)",0.1042318344116211,1.0,Error,48,1,49,111,12,123
@_gsdbear10.jpg,"(225, 225)",0.0063533782958984,1.0,"German Shepherd, Belgian Malinois, Dutch Shepherd, Czechoslovakian Wolfdog",187,17,204,111,151,262
@_gsdbear11.jpg,"(201, 251)",0.0071840286254882,0.8007968127490039,German Shepherd,100,2,102,111,64,175
@_gsdbear2.jpg,"(278, 181)",0.0111598968505859,1.5359116022099448,"German Shepherd, Belgian Malinois, East European Shepherd",206,10,216,111,170,281
@_gsdbear3.jpg,"(960, 547)",0.0513486862182617,1.7550274223034734,"German Shepherd, Belgian Malinois, Australian Shepherd",223,9,232,111,187,298
@_gsdbear4.jpg,"(168, 300)",0.0139112472534179,0.56,Error,79,1,80,111,43,154
@_gsdbear5.jpg,"(168, 300)",0.013045310974121,0.56,Error,49,1,50,111,13,124
@_gsdbear6.jpg,"(640, 800)",0.151738166809082,0.8,German Shepherd,191,2,193,111,155,266
@_gsdbear7.jpg,"(215, 234)",0.0071401596069335,0.9188034188034188,"German Shepherd, Belgian Malinois, Dutch Shepherd",175,9,184,111,139,250
@_gsdbear8.jpg,"(576, 1024)",0.0754508972167968,0.5625,"German Shepherd, Belgian Malinois, Dutch Shepherd",241,9,250,111,205,316
@_gsdbear9.jpg,"(540, 960)",0.0568695068359375,0.5625,Error,55,1,56,111,19,130
@aspenthemountainpup0.jpg,"(400, 500)",0.0365686416625976,0.8,"Golden Retriever, Labrador Retriever, Nova Scotia Duck Tolling Retriever",157,18,175,111,121,232
@aspenthemountainpup10.jpg,"(925, 618)",0.0898914337158203,1.4967637540453074,"Golden Retriever, Labrador Retriever, Nova Scotia Duck Tolling Retriever",242,18,260,111,206,317
@aspenthemountainpup11.jpg,"(200, 300)",0.0119123458862304,0.6666666666666666,"Golden Retriever, Labrador Retriever, Nova Scotia Duck Tolling Retriever, Flat-Coated Retriever",199,25,224,111,163,274
@aspenthemountainpup2.jpg,"(480, 480)",0.0453996658325195,1.0,"Golden Retriever, Labrador Retriever, German Shepherd",196,12,208,111,160,271
@aspenthemountainpup3.jpg,"(400, 500)",0.0474939346313476,0.8,"Golden Retriever, Labrador Retriever, Nova Scotia Duck Tolling Retriever",221,18,239,111,185,296
@aspenthemountainpup5.jpg,"(400, 600)",0.0565519332885742,0.6666666666666666,Error,49,1,50,111,13,124
@aspenthemountainpup6.jpg,"(556, 417)",0.073465347290039,1.3333333333333333,"Golden Retriever, Labrador Retriever, Flat-Coated Retriever, Nova Scotia Duck Tolling Retriever",229,25,254,111,193,304
@aspenthemountainpup7.jpg,"(1050, 509)",0.159027099609375,2.06286836935167,"Alaskan Malamute, Siberian Husky, Samoyed, Golden Retriever, Labrador Retriever, Nova Scotia Duck Tolling Retriever, Poodle, Bichon Frise, Portuguese Water Dog",238,46,284,111,202,313
@aspenthemountainpup8.jpg,"(1080, 1350)",0.1732110977172851,0.8,Error,108,1,109,111,72,183
@aspenthemountainpup9.jpg,"(925, 618)",0.1283941268920898,1.4967637540453074,"Golden Retriever, Nova Scotia Duck Tolling Retriever, Irish Setter",171,16,187,111,135,246
@balooitsme0.jpg,"(1080, 1080)",0.0991706848144531,1.0,"Poodle, Bichon Frise, Cavoodle",235,11,246,111,199,310
@balooitsme1.jpg,"(1706, 960)",0.1224927902221679,1.7770833333333331,"Toy Poodle, Miniature Poodle, Bichon Frise",201,14,215,111,165,276
@balooitsme10.jpg,"(1200, 675)",0.1036911010742187,1.7777777777777777,"Poodle, Bichon Frise, Maltese",200,12,212,111,164,275
@balooitsme11.jpg,"(500, 500)",0.0516157150268554,1.0,"Toy Poodle, Cavapoo, Shih Tzu",274,12,286,111,238,349
@balooitsme2.jpg,"(1200, 740)",0.0773887634277343,1.6216216216216215,"Toy Poodle, Miniature Poodle, Cavapoo",138,12,150,111,102,213
@balooitsme3.jpg,"(1200, 675)",0.1136054992675781,1.7777777777777777,"Poodle, Bichon Frise, Shih Tzu",171,13,184,111,135,246
@balooitsme6.jpg,"(990, 1251)",0.2102460861206054,0.7913669064748201,"Toy or Miniature Poodle, Labradoodle, Goldendoodle",235,14,249,111,199,310
@balooitsme7.jpg,"(990, 996)",0.1204137802124023,0.993975903614458,"Poodle, Bichon Frise, Maltese",261,12,273,111,225,336
@balooitsme9.jpg,"(990, 1219)",0.0938301086425781,0.8121410992616899,"Toy Poodle, Miniature Poodle, Cavalier King Charles Spaniel",242,15,257,111,206,317
@barkleysircharles0.jpg,"(201, 251)",0.0109033584594726,0.8007968127490039,"French Bulldog, Boston Terrier, Pug",214,10,224,111,178,289
@barkleysircharles1.jpg,"(201, 251)",0.0093860626220703,0.8007968127490039,"French Bulldog, Boston Terrier, English Bulldog",224,11,235,111,188,299
@barkleysircharles10.jpg,"(286, 176)",0.0120201110839843,1.625,Error,88,1,89,111,52,163
@barkleysircharles11.jpg,"(168, 300)",0.0100860595703125,0.56,Error,50,1,51,111,14,125
@barkleysircharles2.jpg,"(226, 223)",0.009256362915039,1.0134529147982063,"French Bulldog, Boston Terrier, Pug",152,10,162,111,116,227
@barkleysircharles3.jpg,"(210, 240)",0.0111904144287109,0.875,"French Bulldog, Boston Terrier, Pug",189,10,199,111,153,264
@barkleysircharles4.jpg,"(209, 241)",0.0082254409790039,0.8672199170124482,"French Bulldog, Boston Terrier, Pug",156,10,166,111,120,231
@barkleysircharles5.jpg,"(1080, 1144)",0.189091682434082,0.944055944055944,"French Bulldog, Boston Terrier, Pug",185,10,195,111,149,260
@barkleysircharles6.jpg,"(224, 224)",0.0070095062255859,1.0,"French Bulldog, English Bulldog, American Bulldog",178,11,189,111,142,253
@barkleysircharles7.jpg,"(225, 225)",0.0134963989257812,1.0,"French Bulldog, Boston Terrier, Pug",196,10,206,111,160,271
@barkleysircharles8.jpg,"(320, 336)",0.0204448699951171,0.9523809523809524,French Bulldog,129,3,132,111,93,204
@barkleysircharles9.jpg,"(207, 244)",0.013381004333496,0.8483606557377049,Error,69,1,70,111,33,144
@bluestaffyboulder0.jpg,"(640, 640)",0.0886974334716796,1.0,"Staffordshire Bull Terrier, American Bully, American Staffordshire Terrier",107,16,123,111,71,182
@bluestaffyboulder1.jpg,"(1280, 720)",0.1953258514404297,1.7777777777777777,Error,73,1,74,111,37,148
@bluestaffyboulder10.jpg,"(640, 797)",0.0914373397827148,0.8030112923462986,Error,54,1,55,111,18,129
@bluestaffyboulder11.jpg,"(1300, 956)",0.1127691268920898,1.3598326359832635,Error,47,1,48,111,11,122
@bluestaffyboulder12.jpg,"(300, 168)",0.0146198272705078,1.7857142857142858,Error,49,1,50,111,13,124
@bluestaffyboulder2.jpg,"(201, 251)",0.0140600204467773,0.8007968127490039,Error,49,1,50,111,13,124
@bluestaffyboulder3.jpg,"(194, 259)",0.0138530731201171,0.749034749034749,Error,57,1,58,111,21,132
@bluestaffyboulder4.jpg,"(640, 800)",0.1442184448242187,0.8,"Staffordshire Bull Terrier, American Staffordshire Terrier, American Pit Bull Terrier",182,18,200,111,146,257
@bluestaffyboulder5.jpg,"(480, 360)",0.0453681945800781,1.3333333333333333,Error,83,1,84,111,47,158
@bluestaffyboulder6.jpg,"(225, 225)",0.0130901336669921,1.0,"American Staffordshire Terrier, Staffordshire Bull Terrier, American Pit Bull Terrier",237,17,254,111,201,312
@bluestaffyboulder7.jpg,"(800, 949)",0.1412391662597656,0.8429926238145417,Error,49,1,50,111,13,124
@bluestaffyboulder8.jpg,"(236, 295)",0.0154399871826171,0.8,Error,48,1,49,111,12,123
@bluestaffyboulder9.jpg,"(201, 251)",0.0104122161865234,0.8007968127490039,Error,49,1,50,111,13,124
@carterchowchow0.jpg,"(1638, 2048)",0.433990478515625,0.7998046875,"Pomeranian, Chow Chow, Samoyed",193,10,203,111,157,268
@carterchowchow1.jpg,"(168, 300)",0.0083951950073242,0.56,Error,49,1,50,111,13,124
@carterchowchow10.jpg,"(600, 600)",0.042302131652832,1.0,"Chow Chow, Akita, Eurasier",155,9,164,111,119,230
@carterchowchow11.jpg,"(1280, 720)",0.1043739318847656,1.7777777777777777,Error,71,1,72,111,35,146
@carterchowchow2.jpg,"(640, 1138)",0.0554914474487304,0.562390158172232,"Chow Chow, Eurasier, Samoyed",230,10,240,111,194,305
@carterchowchow3.jpg,"(1280, 720)",0.0711164474487304,1.7777777777777777,"Chow Chow, Eurasier, Keeshond",267,10,277,111,231,342
@carterchowchow4.jpg,"(1638, 2048)",0.5419836044311523,0.7998046875,"Chow Chow, Samoyed, American Eskimo Dog",163,12,175,111,127,238
@carterchowchow5.jpg,"(1280, 720)",0.0886850357055664,1.7777777777777777,"Chow Chow, Eurasier, Keeshond",143,10,153,111,107,218
@carterchowchow6.jpg,"(1638, 2048)",0.6123256683349609,0.7998046875,"Pomeranian, Japanese Spitz, American Eskimo Dog",216,12,228,111,180,291
@carterchowchow7.jpg,"(1280, 720)",0.0922374725341796,1.7777777777777777,Error,54,1,55,111,18,129
@carterchowchow8.jpg,"(201, 251)",0.0116596221923828,0.8007968127490039,Error,48,1,49,111,12,123
@carterchowchow9.jpg,"(300, 168)",0.0080690383911132,1.7857142857142858,Error,45,1,46,111,9,120
@crusoe_dachshund0.jpg,"(900, 900)",0.0983600616455078,1.0,"Dachshund, Miniature Pinscher",113,9,122,111,77,188
@crusoe_dachshund1.jpg,"(720, 720)",0.0591335296630859,1.0,Dachshunds,136,4,140,111,100,211
@crusoe_dachshund11.jpg,"(225, 225)",0.0104961395263671,1.0,Dachshund,125,4,129,111,89,200
@crusoe_dachshund2.jpg,"(225, 225)",0.0122003555297851,1.0,"Dachshund, Miniature Dachshund, Dachshund mix",180,17,197,111,144,255
@crusoe_dachshund3.jpg,"(828, 824)",0.1100320816040039,1.0048543689320388,"Dachshund, Miniature Dachshund, Dachshund mix",173,17,190,111,137,248
@crusoe_dachshund4.jpg,"(720, 1280)",0.081644058227539,0.5625,"Dachshund, Miniature Pinscher, Beagle",188,12,200,111,152,263
@crusoe_dachshund5.jpg,"(1200, 1200)",0.2075786590576172,1.0,"Dachshund, Basset Hound, Beagle",182,12,194,111,146,257
@crusoe_dachshund6.jpg,"(225, 224)",0.0118036270141601,1.0044642857142858,Dachshunds,143,4,147,111,107,218
@crusoe_dachshund7.jpg,"(225, 225)",0.0154190063476562,1.0,Dachshunds,96,4,100,111,60,171
@crusoe_dachshund8.jpg,"(405, 720)",0.0393848419189453,0.5625,"Dachshund, Miniature Pinscher, Beagle",263,12,275,111,227,338
@crusoe_dachshund9.jpg,"(1048, 1048)",0.1872835159301757,1.0,"Dachshund, Miniature Pinscher, Basset Hound",233,14,247,111,197,308
@dailydougie0.jpg,"(640, 640)",0.0811119079589843,1.0,"Shih Tzu, Lhasa Apso, Pekingese",169,14,183,111,133,244
@dailydougie1.jpg,"(225, 225)",0.0086002349853515,1.0,Error,56,1,57,111,20,131
@dailydougie10.jpg,"(640, 640)",0.075596809387207,1.0,"Pekingese, Shih Tzu, Lhasa Apso",201,14,215,111,165,276
@dailydougie11.jpg,"(225, 225)",0.0128583908081054,1.0,"Shih Tzu, Lhasa Apso, Maltese",191,14,205,111,155,266
@dailydougie2.jpg,"(640, 640)",0.0763435363769531,1.0,Error,54,1,55,111,18,129
@dailydougie3.jpg,"(640, 640)",0.0654401779174804,1.0,Error,56,1,57,111,20,131
@dailydougie4.jpg,"(1190, 1038)",0.1277446746826172,1.1464354527938343,"Shih Tzu, Lhasa Apso, Pekingese",119,14,133,111,83,194
@dailydougie5.jpg,"(168, 300)",0.0076255798339843,0.56,Error,65,1,66,111,29,140
@dailydougie6.jpg,"(225, 225)",0.0103349685668945,1.0,Error,52,1,53,111,16,127
@dailydougie7.jpg,"(225, 225)",0.0093088150024414,1.0,"Pekingese, Shih Tzu, Lhasa Apso",225,14,239,111,189,300
@dailydougie8.jpg,"(1080, 1080)",0.1258783340454101,1.0,"Pekingese, Shih Tzu, Lhasa Apso",239,14,253,111,203,314
@dailydougie9.jpg,"(900, 900)",0.1128597259521484,1.0,"Shih Tzu, Pekingese, Lhasa Apso",210,14,224,111,174,285
@dogwithsign0.jpg,"(1080, 1080)",0.2811059951782226,1.0,"Yorkshire Terrier, Silky Terrier, A mixed breed",206,13,219,111,170,281
@dogwithsign1.jpg,"(1280, 720)",0.1294736862182617,1.7777777777777777,"Yorkshire Terrier, Dachshund, Silky Terrier",268,14,282,111,232,343
@dogwithsign10.jpg,"(700, 875)",0.0864076614379882,0.8,"Dachshund Mix, Schnauzer Mix, Terrier Mix",235,14,249,111,199,310
@dogwithsign11.jpg,"(700, 875)",0.132425308227539,0.8,Error,69,1,70,111,33,144
@dogwithsign2.jpg,"(800, 450)",0.0448894500732421,1.7777777777777777,Error,55,1,56,111,19,130
@dogwithsign4.jpg,"(700, 875)",0.1936225891113281,0.8,"Cavalier King Charles Spaniel, Cocker Spaniel, Miniature Schnauzer",189,18,207,111,153,264
@dogwithsign5.jpg,"(700, 875)",0.192911148071289,0.8,Error,54,1,55,111,18,129
@dogwithsign6.jpg,"(1456, 1456)",0.2319602966308593,1.0,"Yorkshire Terrier (Yorkie), Schnauzer, Dachshund",269,16,285,111,233,344
@dogwithsign7.jpg,"(700, 875)",0.1276636123657226,0.8,"Yorkshire Terrier, Silky Terrier, Mixed Breed",237,12,249,111,201,312
@dogwithsign8.jpg,"(700, 875)",0.1424570083618164,0.8,"Yorkshire Terrier, Dachshund, Schnauzer Mix",266,14,280,111,230,341
@dogwithsign9.jpg,"(1200, 630)",0.1085529327392578,1.9047619047619049,"Schnauzer, Scottish Terrier, Wire Fox Terrier",244,13,257,111,208,319
@eddie_jackrussell0.jpg,"(576, 700)",0.0519561767578125,0.8228571428571428,Error,103,1,104,111,67,178
@eddie_jackrussell1.jpg,"(1400, 700)",0.0991535186767578,2.0,"Jack Russell Terrier, Parson Russell Terrier, Fox Terrier",169,14,183,111,133,244
@eddie_jackrussell10.jpg,"(300, 168)",0.0070819854736328,1.7857142857142858,Error,56,1,57,111,20,131
@eddie_jackrussell11.jpg,"(720, 900)",0.0417652130126953,0.8,"Jack Russell Terrier, Parson Russell Terrier, Russell Terrier",182,14,196,111,146,257
@eddie_jackrussell12.jpg,"(399, 299)",0.0206785202026367,1.334448160535117,Error,79,1,80,111,43,154
@eddie_jackrussell13.jpg,"(594, 594)",0.0395717620849609,1.0,Error,57,1,58,111,21,132
@eddie_jackrussell2.jpg,"(220, 282)",0.0159740447998046,0.7801418439716312,"Jack Russell Terrier, Parson Russell Terrier, Rat Terrier",191,14,205,111,155,266
@eddie_jackrussell3.jpg,"(272, 186)",0.0079717636108398,1.4623655913978495,"Jack Russell Terrier, Beagle, Fox Terrier",221,11,232,111,185,296
@eddie_jackrussell4.jpg,"(480, 360)",0.0200042724609375,1.3333333333333333,"Jack Russell Terrier, Parson Russell Terrier, Rat Terrier",226,14,240,111,190,301
@eddie_jackrussell5.jpg,"(1280, 720)",0.0878915786743164,1.7777777777777777,Error,56,1,57,111,20,131
@eddie_jackrussell6.jpg,"(265, 341)",0.0192480087280273,0.7771260997067448,"Jack Russell Terrier, Beagle, Rat Terrier",175,11,186,111,139,250
@eddie_jackrussell8.jpg,"(900, 900)",0.0508327484130859,1.0,"Jack Russell Terrier, Parson Russell Terrier, Rat Terrier",191,14,205,111,155,266
@eddie_jackrussell9.jpg,"(512, 384)",0.0228939056396484,1.3333333333333333,"Jack Russell Terrier, Rat Terrier, Beagle",223,11,234,111,187,298
@emmatheminifrenchie0.jpg,"(1200, 1200)",0.2280693054199218,1.0,"French Bulldog, Boston Terrier, Pug",178,10,188,111,142,253
@emmatheminifrenchie1.jpg,"(800, 800)",0.0953779220581054,1.0,"French Bulldog, Boston Terrier, Pug",169,10,179,111,133,244
@emmatheminifrenchie10.jpg,"(750, 1334)",0.1362218856811523,0.5622188905547226,Error,76,1,77,111,40,151
@emmatheminifrenchie11.jpg,"(400, 400)",0.0235261917114257,1.0,"French Bulldog, Boston Terrier, English Bulldog, Pug",253,14,267,111,217,328
@emmatheminifrenchie12.jpg,"(2315, 2315)",0.6149463653564453,1.0,"French Bulldog, Boston Terrier, Pug",188,10,198,111,152,263
@emmatheminifrenchie2.jpg,"(750, 535)",0.0746421813964843,1.4018691588785046,Error,58,1,59,111,22,133
@emmatheminifrenchie3.jpg,"(768, 960)",0.0776653289794921,0.8,"French Bulldog, Boston Terrier, Pug",150,10,160,111,114,225
@emmatheminifrenchie4.jpg,"(2048, 2048)",0.2888059616088867,1.0,"French Bulldog, Boston Terrier, Pug",178,10,188,111,142,253
@emmatheminifrenchie5.jpg,"(768, 960)",0.090066909790039,0.8,"French Bulldog, Boston Terrier, Pug",146,10,156,111,110,221
@emmatheminifrenchie6.jpg,"(600, 600)",0.0499210357666015,1.0,"French Bulldog, Boston Terrier, Pug, English Bulldog",210,14,224,111,174,285
@emmatheminifrenchie7.jpg,"(2048, 1536)",0.4789705276489258,1.3333333333333333,Error,64,1,65,111,28,139
@emmatheminifrenchie8.jpg,"(201, 251)",0.0093450546264648,0.8007968127490039,Error,49,1,50,111,13,124
@emmatheminifrenchie9.jpg,"(768, 768)",0.0941925048828125,1.0,"French Bulldog, English Bulldog, Boston Terrier",165,11,176,111,129,240
@frankietothemoon1.jpg,"(686, 386)",0.0347719192504882,1.7772020725388602,Error,56,1,57,111,20,131
@frankietothemoon10.jpg,"(480, 360)",0.0354738235473632,1.3333333333333333,"Australian Shepherd, Border Collie, English Shepherd",215,9,224,111,179,290
@frankietothemoon12.jpg,"(168, 300)",0.0086660385131835,0.56,Error,55,1,56,111,19,130
@frankietothemoon13.jpg,"(259, 194)",0.0115728378295898,1.3350515463917525,"Labrador Retriever, Border Collie, Australian Shepherd",191,12,203,111,155,266
@frankietothemoon2.jpg,"(168, 300)",0.0080852508544921,0.56,Error,49,1,50,111,13,124
@frankietothemoon3.jpg,"(259, 194)",0.0131540298461914,1.3350515463917525,"Australian Shepherd, Border Collie, Bernese Mountain Dog",118,11,129,111,82,193
@frankietothemoon4.jpg,"(320, 180)",0.0107440948486328,1.7777777777777777,Error,49,1,50,111,13,124
@frankietothemoon5.jpg,"(259, 194)",0.009164810180664,1.3350515463917525,Error,91,1,92,111,55,166
@frankietothemoon6.jpg,"(553, 91)",0.0132608413696289,6.076923076923077,Error,48,1,49,111,12,123
@frankietothemoon7.jpg,"(201, 251)",0.0092697143554687,0.8007968127490039,"Australian Shepherd, Border Collie, Miniature Australian Shepherd",215,11,226,111,179,290
@frankietothemoon8.jpg,"(900, 900)",0.0714406967163086,1.0,"Australian Shepherd, Border Collie, Miniature American Shepherd",194,11,205,111,158,269
@frankietothemoon9.jpg,"(1280, 720)",0.0733890533447265,1.7777777777777777,Error,48,1,49,111,12,123
@goldenunicornrae0.jpg,"(300, 168)",0.0096435546875,1.7857142857142858,Error,54,1,55,111,18,129
@goldenunicornrae1.jpg,"(237, 213)",0.0166997909545898,1.1126760563380282,Error,58,1,59,111,22,133
@goldenunicornrae10.jpg,"(201, 251)",0.0100812911987304,0.8007968127490039,"Golden Retriever, Labrador Retriever, Nova Scotia Duck Tolling Retriever",194,18,212,111,158,269
@goldenunicornrae11.jpg,"(310, 163)",0.0100612640380859,1.901840490797546,Error,54,1,55,111,18,129
@goldenunicornrae12.jpg,"(201, 251)",0.0089521408081054,0.8007968127490039,Error,48,1,49,111,12,123
@goldenunicornrae2.jpg,"(225, 225)",0.0130081176757812,1.0,"Chow Chow, Samoyed, Keeshond",176,11,187,111,140,251
@goldenunicornrae3.jpg,"(225, 225)",0.0154571533203125,1.0,Error,77,1,78,111,41,152
@goldenunicornrae4.jpg,"(300, 168)",0.0141506195068359,1.7857142857142858,Error,57,1,58,111,21,132
@goldenunicornrae5.jpg,"(280, 180)",0.0102386474609375,1.5555555555555556,Error,49,1,50,111,13,124
@goldenunicornrae6.jpg,"(225, 225)",0.0071134567260742,1.0,Error,54,1,55,111,18,129
@goldenunicornrae8.jpg,"(225, 225)",0.0078620910644531,1.0,Error,83,1,84,111,47,158
@goldenunicornrae9.jpg,"(580, 372)",0.0335235595703125,1.5591397849462365,Error,48,1,49,111,12,123
@good.boy.ollie0.jpg,"(225, 225)",0.007120132446289,1.0,"Pug, Cavalier King Charles Spaniel, Chihuahua",188,14,202,111,152,263
@good.boy.ollie1.jpg,"(768, 1024)",0.1519422531127929,0.75,Error,56,1,57,111,20,131
@good.boy.ollie10.jpg,"(300, 373)",0.0234041213989257,0.8042895442359249,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever",216,19,235,111,180,291
@good.boy.ollie11.jpg,"(1200, 1500)",0.2390756607055664,0.8,"Labrador Retriever, Vizsla, Rhodesian Ridgeback",257,14,271,111,221,332
@good.boy.ollie2.jpg,"(300, 300)",0.0117969512939453,1.0,"Labrador Retriever, German Shorthaired Pointer, Vizsla",176,15,191,111,140,251
@good.boy.ollie3.jpg,"(1200, 1500)",0.2343759536743164,0.8,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever",222,19,241,111,186,297
@good.boy.ollie4.jpg,"(518, 695)",0.0602350234985351,0.7453237410071942,"Labrador Retriever, Labrador Retriever",177,10,187,111,141,252
@good.boy.ollie5.jpg,"(1280, 720)",0.1182336807250976,1.7777777777777777,Error,49,1,50,111,13,124
@good.boy.ollie6.jpg,"(1200, 800)",0.0904779434204101,1.5,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever",228,19,247,111,192,303
@good.boy.ollie7.jpg,"(578, 829)",0.0664043426513671,0.6972255729794934,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever, Nova Scotia Duck Tolling Retriever",250,28,278,111,214,325
@good.boy.ollie9.jpg,"(1280, 720)",0.0842399597167968,1.7777777777777777,"Labrador Retriever, Chesapeake Bay Retriever, Flat-Coated Retriever",213,19,232,111,177,288
@harlso0.jpg,"(1280, 720)",0.0645675659179687,1.7777777777777777,"Dachshund, Basset Hound, Beagle",194,12,206,111,158,269
